year,raw_name,concept,harmonized_name,manual_review_needed,original_label,review_status,reviewer_notes,final_harmonized_name,final_values_recode
2002,QN19B,gender,gender,YES - Long/complex label,"Q.19b Thinking about your own values and morals, I'd like you to tell me whether you think in general, it is acceptable or unacceptable. How about sex between two adults of the same sex?",PENDING,,gender,
2002,QN23,gender,gender,YES - Long/complex label,"Q.23 Do you think there are too many, too few, or about the right amount of immigrants living in the United States today?",PENDING,,gender,
2002,QN22A,geography,geography,YES - Long/complex label,"Q.22a Overall would you say.... Treatment of the poor is better in the United States, better in country you/your parents/ancestors came from/Puerto Rico, or about the same?",PENDING,,geography,
2002,QN22B,geography,geography,YES - Long/complex label,"Q.22b Overall would you say.... The moral values of the society is better in the United States, better in country you/your parents/ancestors came from/Puerto Rico, or about the same?",PENDING,,geography,
2002,QN22C,geography,geography,YES - Long/complex label,"Q.22c Overall would you say.... The strength of family ties is better in the United States, better in country you/your parents/ancestors came from/Puerto Rico, or about the same?",PENDING,,geography,
2002,QN22D,geography,geography,YES - Long/complex label,"Q.22d Overall would you say.... Opportunity to get ahead is better in the United States, better in country you/your parents/ancestors came from/Puerto Rico, or about the same?",PENDING,,geography,
2002,QN24,geography,geography,YES - Long/complex label,Q.24 Some people think the United States should allow more Latin Americans to come work in this country LEGALLY; some people think the US should allow the same number; others think it should reduce...,PENDING,,geography,
2002,QN37C,household,household_size,YES - Long/complex label,Q.37c Will you tell me for each of the following whether it is something you personally agree with or disagree with? Elderly parents should live with their adult children.,PENDING,,household_size,
2002,QN43,household,household_size,YES - Long/complex label,"Q.43 Was there a time over the past year when you or another family member living in your household needed medical care, but did not get it?",PENDING,,household_size,
2002,QN45,household,household_size,YES - Long/complex label,"Q.45 In the past 12 months, have you (or someone else in your household) ever put off or postponed seeking health care you felt you needed but you could not afford?",PENDING,,household_size,
2002,QN11_33,immigration_attitudes,immigration_attitude,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general),PENDING,,immigration_attitude,
2002,QN12_87,immigration_attitudes,immigration_attitude,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants,PENDING,,immigration_attitude,
2002,QN14,income,household_income,YES - Long/complex label,"Q.14 In the past year, has your personal financial situation gotten better, gotten worse, or stayed about the same?",PENDING,,household_income,
2002,QN15B,income,household_income,YES - Long/complex label,"Q.15b For each of the following, please tell me whether or not it is something that has happened to you or your immediate family during the past year. Have you been able to save money for the future?",PENDING,,household_income,
2002,ENGLISH,language,language_home,YES - Missing label,NA,PENDING,,language_home,
2002,QN48,language,language_home,YES - Long/complex label,"Q.48 Would you say you can carry on a conversation in Spanish, both understanding and speaking,-- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2002,QN49,language,language_home,YES - Long/complex label,"Q.49 Would you say you can read a newspaper or book in Spanish-- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2002,QN50,language,language_home,YES - Long/complex label,"Q.50 Would you say you can carry on a conversation in English, both understanding and speaking,-- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2002,QN51,language,language_home,YES - Long/complex label,"Q.51 Would you say you can read a newspaper or book in English-- very well, pretty well, just a little, or not at all?",PENDING,,language_home,
2002,QN52,language,language_home,YES - Long/complex label,"Q.52 If you had to put something together from a set of instructions, would you prefer the instructions be written in English or in Spanish?",PENDING,,language_home,
2002,SPANISH,language,language_home,YES - Missing label,NA,PENDING,,language_home,
2002,QN19C,marital_status,marital_status,YES - Long/complex label,"Q.19c Thinking about your own values and morals, I'd like you to tell me whether you think in general, it is acceptable or unacceptable. How about having a child without being married?",PENDING,,marital_status,
2002,QN37A,marital_status,marital_status,YES - Long/complex label,Q.37a Will you tell me for each of the following whether it is something you personally agree with or disagree with? In general the husband should have the final say in family matters.,PENDING,,marital_status,
2002,QN37B,marital_status,marital_status,YES - Long/complex label,Q.37b Will you tell me for each of the following whether it is something you personally agree with or disagree with? It is better for children to live in their parents' home until they get married.,PENDING,,marital_status,
2002,QN92,marital_status,marital_status,YES - Long/complex label,"Q.92 Are you currently married, living with a partner, widowed, divorced, separated, or have you never been married?",PENDING,,marital_status,
2002,QN106,place_birth,place_birth,YES - Multiple questions,Q.106 Were either of your parents born outside the US? One or both?,PENDING,,place_birth,
2002,QN3,place_birth,place_birth,YES - Complex question type,"Q.3 Were you born in the United States, the island of Puerto Rico or in another country?",PENDING,,place_birth,
2002,Q12_1,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Diseases,PENDING,,political_attitudes,
2002,Q12_10,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Social Issues Related to Health,PENDING,,political_attitudes,
2002,Q12_11,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism/Public Safety,PENDING,,political_attitudes,
2002,Q12_12,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other,PENDING,,political_attitudes,
2002,Q12_13,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid,PENDING,,political_attitudes,
2002,Q12_14,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- None,PENDING,,political_attitudes,
2002,Q12_15,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know,PENDING,,political_attitudes,
2002,Q12_16,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Refused,PENDING,,political_attitudes,
2002,Q12_2,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lifestyle,PENDING,,political_attitudes,
2002,Q12_3,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Perscription Drugs,PENDING,,political_attitudes,
2002,Q12_4,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare Costs General and HC Access,PENDING,,political_attitudes,
2002,Q12_5,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Health Insurance,PENDING,,political_attitudes,
2002,Q12_6,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Elderly Perscription Drugs,PENDING,,political_attitudes,
2002,Q12_7,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/Elderly,PENDING,,political_attitudes,
2002,Q12_8,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Issues related to Healthcare Professional,PENDING,,political_attitudes,
2002,Q12_9,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Insurance Issues,PENDING,,political_attitudes,
2002,QN10,political_attitudes,political_attitudes,YES - Long/complex label,"Q.10 Some people believe that Religious, charitable and community organizations can do the best job of providing services to people in need. Others believe that The government can do the best job. ...",PENDING,,political_attitudes,
2002,QN11_01,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Healthcare/healthcare reform,PENDING,,political_attitudes,
2002,QN11_03,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Prescription drug costs are too high,PENDING,,political_attitudes,
2002,QN11_04,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Other healthcare,PENDING,,political_attitudes,
2002,QN11_07,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Unemployment/create more jobs,PENDING,,political_attitudes,
2002,QN11_08,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Poverty/more help for the poor/homeless,PENDING,,political_attitudes,
2002,QN11_09,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Welfare/welfare reform,PENDING,,political_attitudes,
2002,QN11_10,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Housing/better housing for low income,PENDING,,political_attitudes,
2002,QN11_11,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Other economical,PENDING,,political_attitudes,
2002,QN11_13,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- National budget/deficit/reducing the nation's deficit,PENDING,,political_attitudes,
2002,QN11_14,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Foreign policy/foreign relations,PENDING,,political_attitudes,
2002,QN11_15,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- World peace/peace in the Middle East,PENDING,,political_attitudes,
2002,QN11_16,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Military/national defense/strengthen our country's defense,PENDING,,political_attitudes,
2002,QN11_18,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Honesty in government,PENDING,,political_attitudes,
2002,QN11_19,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Keep government out of our lives,PENDING,,political_attitudes,
2002,QN11_20,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Other governmental/political issues,PENDING,,political_attitudes,
2002,QN11_21,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Crime/violence,PENDING,,political_attitudes,
2002,QN11_22,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Drug problems,PENDING,,political_attitudes,
2002,QN11_23,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Gun control/gun laws,PENDING,,political_attitudes,
2002,QN11_24,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Racism/civil rights,PENDING,,political_attitudes,
2002,QN11_25,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Other unlawful,PENDING,,political_attitudes,
2002,QN11_26,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Education/school system/better schooling,PENDING,,political_attitudes,
2002,QN11_27,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Taxes/tax reform,PENDING,,political_attitudes,
2002,QN11_28,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Social security,PENDING,,political_attitudes,
2002,QN11_29,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Environmental issues/lack of concern for the environment,PENDING,,political_attitudes,
2002,QN11_30,political_attitudes,political_attitudes,YES - Long/complex label,"Q.11 What do you think are the two most important issues for the government to address?- Utility rates/gas, electric and oil rates",PENDING,,political_attitudes,
2002,QN11_31,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Abortion issues,PENDING,,political_attitudes,
2002,QN11_32,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Moral values,PENDING,,political_attitudes,
2002,QN11_35,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Energy crisis,PENDING,,political_attitudes,
2002,QN11_36,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Childcare/childcare reform,PENDING,,political_attitudes,
2002,QN11_37,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Terrorism/events of 9/11,PENDING,,political_attitudes,
2002,QN11_41,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Religion/religious/churches,PENDING,,political_attitudes,
2002,QN11_43,political_attitudes,political_attitudes,YES - Long/complex label,Q.11 What do you think are the two most important issues for the government to address?- Foreign aid/help our people first/well being of our people,PENDING,,political_attitudes,
2002,QN11_97,political_attitudes,political_attitudes,YES - Complex question type,Q.11 What do you think are the two most important issues for the government to address?- Other,PENDING,,political_attitudes,
2002,QN12_01,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Heart/heart disease (heart conditon/heart failure),PENDING,,political_attitudes,
2002,QN12_02,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Heart attack,PENDING,,political_attitudes,
2002,QN12_03,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Blood pressure/high blood pressure/hypertension,PENDING,,political_attitudes,
2002,QN12_04,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Stroke,PENDING,,political_attitudes,
2002,QN12_05,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cancer,PENDING,,political_attitudes,
2002,QN12_06,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Hiv/aids,PENDING,,political_attitudes,
2002,QN12_07,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Diabetes,PENDING,,political_attitudes,
2002,QN12_08,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Arthritis,PENDING,,political_attitudes,
2002,QN12_09,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Alzheimer's,PENDING,,political_attitudes,
2002,QN12_10,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Std's,PENDING,,political_attitudes,
2002,QN12_11,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Respiratory conditions/lung disease,PENDING,,political_attitudes,
2002,QN12_12,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Cholesterol,PENDING,,political_attitudes,
2002,QN12_13,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Mental health/depression,PENDING,,political_attitudes,
2002,QN12_14,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Obesity/being overweight (over eating),PENDING,,political_attitudes,
2002,QN12_15,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other diseases,PENDING,,political_attitudes,
2002,QN12_16,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Drug abuse,PENDING,,political_attitudes,
2002,QN12_17,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Smoking/tobacco (teen smoking,PENDING,,political_attitudes,
2002,QN12_18,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Alcohol/drinking too much,PENDING,,political_attitudes,
2002,QN12_19,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of exercise/inactivity,PENDING,,political_attitudes,
2002,QN12_20,political_attitudes,political_attitudes,YES - Long/complex label,Q.12 What do you think are the two most important health care issues for the government to address?- Other lifestyle,PENDING,,political_attitudes,
