year,raw_name,concept,harmonized_name,values_recode,notes
2002,QN26,citizenship,immigration_attitude,"1=Yes, 0=No",Original label: Q.26 What would you think of a proposal that would give many of the undocumented or illegal Latino/Hispanic immigrants working in the U.S. a chance to obtain legal status? Is this something you would favor or oppose?
2002,QN26,citizenship,immigration_attitude,"1=Yes, 0=No",Original label: Q.26 What would you think of a proposal that would give many of the undocumented or illegal Latino/Hispanic immigrants working in the U.S. a chance to obtain legal status? Is this something you would favor or oppose?
2002,GEN1TO2,generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",Original label: Generation (PR as gen 2)
2002,GEN1TO2,generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",Original label: Generation (PR as gen 2)
2002,GEN1TO4,generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",Original label: Generation (PR as gen 1)
2002,GEN1TO4,generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",Original label: Generation (PR as gen 1)
2002,FORBORN2,generation,place_birth,"1=US Born, 2=Foreign Born",Original label: Foreign Born (W/ PR as US born)
2002,FORBORN2,generation,place_birth,"1=US Born, 2=Foreign Born",Original label: Foreign Born (W/ PR as US born)
2002,QN11_33,immigration,immigration_attitude,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general)
2002,QN11_33,immigration,immigration_attitude,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general)
2002,QN12_87,immigration,immigration_attitude,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants
2002,QN12_87,immigration,immigration_attitude,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants
2002,QN23,immigration,immigration_attitude,See codebook - needs manual review,"Original label: Q.23 Do you think there are too many, too few, or about the right amount of immigrants living in the United States today?"
2002,QN23,immigration,immigration_attitude,See codebook - needs manual review,"Original label: Q.23 Do you think there are too many, too few, or about the right amount of immigrants living in the United States today?"
2002,QN25,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.25 Some people say UNDOCUMENTED OR ILLEGAL immigrants help the economy by providing low-cost labor. Others say they hurt the economy by driving wages down. Which is closer to your views?
2002,QN25,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.25 Some people say UNDOCUMENTED OR ILLEGAL immigrants help the economy by providing low-cost labor. Others say they hurt the economy by driving wages down. Which is closer to your views?
2002,QN26,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.26 What would you think of a proposal that would give many of the undocumented or illegal Latino/Hispanic immigrants working in the U.S. a chance to obtain legal status? Is this something you would favor or oppose?
2002,QN26,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.26 What would you think of a proposal that would give many of the undocumented or illegal Latino/Hispanic immigrants working in the U.S. a chance to obtain legal status? Is this something you would favor or oppose?
2002,QN28,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.28 Do you think adult Latino/Hispanic immigrants need to learn to speak English to succeed in the US or can they succeed even if they only speak Spanish?
2002,QN28,immigration,immigration_attitude,"1=Yes, 0=No",Original label: Q.28 Do you think adult Latino/Hispanic immigrants need to learn to speak English to succeed in the US or can they succeed even if they only speak Spanish?
2002,QN30,immigration,immigration_attitude,"1=Yes, 0=No","Original label: Q.30 If you were talking to a Latino/Hispanic immigrant who had just arrived in this country, which of the following statements offers the best advice?"
2002,QN30,immigration,immigration_attitude,"1=Yes, 0=No","Original label: Q.30 If you were talking to a Latino/Hispanic immigrant who had just arrived in this country, which of the following statements offers the best advice?"
2002,QN31,immigration,immigration_attitude,"1=Yes, 0=No","Original label: Q.31 Again, which is the best advice to a recently arrived Latino/Hispanic immigrant?"
2002,QN31,immigration,immigration_attitude,"1=Yes, 0=No","Original label: Q.31 Again, which is the best advice to a recently arrived Latino/Hispanic immigrant?"
2002,QN11_34,political_attitudes,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other",Original label: Q.11 What do you think are the two most important issues for the government to address?- Senior citizens/more help for the elderly
2002,QN11_34,political_attitudes,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other",Original label: Q.11 What do you think are the two most important issues for the government to address?- Senior citizens/more help for the elderly
2002,QN11_33,political_attitudes,immigration_attitude,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general)
2002,QN11_33,political_attitudes,immigration_attitude,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Immigration/illegal alien issues (general)
2002,QN12_87,political_attitudes,immigration_attitude,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants
2002,QN12_87,political_attitudes,immigration_attitude,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Immigrants/help immigrants
2002,PARTLEAN,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.90/91. Combination Leaned Party Table
2002,PARTLEAN,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.90/91. Combination Leaned Party Table
2002,Q12_1,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Diseases
2002,Q12_1,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Diseases
2002,Q12_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Social Issues Related to Health
2002,Q12_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Social Issues Related to Health
2002,Q12_11,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism/Public Safety
2002,Q12_11,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism/Public Safety
2002,Q12_12,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,Q12_12,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,Q12_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,Q12_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,Q12_14,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,Q12_14,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,Q12_15,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,Q12_15,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,Q12_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,Q12_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,Q12_2,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lifestyle
2002,Q12_2,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Lifestyle
2002,Q12_3,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Perscription Drugs
2002,Q12_3,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Perscription Drugs
2002,Q12_4,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare Costs General and HC Access
2002,Q12_4,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Healthcare Costs General and HC Access
2002,Q12_5,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Health Insurance
2002,Q12_5,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Health Insurance
2002,Q12_6,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Elderly Perscription Drugs
2002,Q12_6,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Elderly Perscription Drugs
2002,Q12_7,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/Elderly
2002,Q12_7,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Medicare/Elderly
2002,Q12_8,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Issues related to Healthcare Professional
2002,Q12_8,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Issues related to Healthcare Professional
2002,Q12_9,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance Issues
2002,Q12_9,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Insurance Issues
2002,QN10,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.10 Some people believe that Religious, charitable and community organizations can do the best job of providing services to people in need. Others believe that The government can do the best job. Which is closer to your view?"
2002,QN10,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.10 Some people believe that Religious, charitable and community organizations can do the best job of providing services to people in need. Others believe that The government can do the best job. Which is closer to your view?"
2002,QN1101,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN1101,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN1102,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN1102,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN1103,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN1103,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?
2002,QN11_01,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Healthcare/healthcare reform
2002,QN11_01,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Healthcare/healthcare reform
2002,QN11_02,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Medicare
2002,QN11_02,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Medicare
2002,QN11_03,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Prescription drug costs are too high
2002,QN11_03,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Prescription drug costs are too high
2002,QN11_04,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other healthcare
2002,QN11_04,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other healthcare
2002,QN11_05,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- The economy
2002,QN11_05,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- The economy
2002,QN11_06,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Better wages/increase minimum wage
2002,QN11_06,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Better wages/increase minimum wage
2002,QN11_07,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Unemployment/create more jobs
2002,QN11_07,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Unemployment/create more jobs
2002,QN11_08,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Poverty/more help for the poor/homeless
2002,QN11_08,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Poverty/more help for the poor/homeless
2002,QN11_09,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Welfare/welfare reform
2002,QN11_09,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Welfare/welfare reform
2002,QN11_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Housing/better housing for low income
2002,QN11_10,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Housing/better housing for low income
2002,QN11_11,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- Other economical
2002,QN11_11,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- Other economical
2002,QN11_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- National budget/deficit/reducing the nation's deficit
2002,QN11_13,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- National budget/deficit/reducing the nation's deficit
2002,QN11_14,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Foreign policy/foreign relations
2002,QN11_14,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Foreign policy/foreign relations
2002,QN11_15,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- World peace/peace in the Middle East
2002,QN11_15,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- World peace/peace in the Middle East
2002,QN11_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Military/national defense/strengthen our country's defense
2002,QN11_16,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Military/national defense/strengthen our country's defense
2002,QN11_17,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Campaign finance reform
2002,QN11_17,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Campaign finance reform
2002,QN11_18,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Honesty in government
2002,QN11_18,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Honesty in government
2002,QN11_19,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Keep government out of our lives
2002,QN11_19,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Keep government out of our lives
2002,QN11_20,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other governmental/political issues
2002,QN11_20,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other governmental/political issues
2002,QN11_21,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Crime/violence
2002,QN11_21,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Crime/violence
2002,QN11_22,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Drug problems
2002,QN11_22,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Drug problems
2002,QN11_23,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Gun control/gun laws
2002,QN11_23,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Gun control/gun laws
2002,QN11_24,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Racism/civil rights
2002,QN11_24,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Racism/civil rights
2002,QN11_25,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other unlawful
2002,QN11_25,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other unlawful
2002,QN11_26,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Education/school system/better schooling
2002,QN11_26,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Education/school system/better schooling
2002,QN11_27,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Taxes/tax reform
2002,QN11_27,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Taxes/tax reform
2002,QN11_28,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Social security
2002,QN11_28,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Social security
2002,QN11_29,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Environmental issues/lack of concern for the environment
2002,QN11_29,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Environmental issues/lack of concern for the environment
2002,QN11_30,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.11 What do you think are the two most important issues for the government to address?- Utility rates/gas, electric and oil rates"
2002,QN11_30,political_attitudes,political_party,See codebook - needs manual review,"Original label: Q.11 What do you think are the two most important issues for the government to address?- Utility rates/gas, electric and oil rates"
2002,QN11_31,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Abortion issues
2002,QN11_31,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Abortion issues
2002,QN11_32,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Moral values
2002,QN11_32,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Moral values
2002,QN11_35,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Energy crisis
2002,QN11_35,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Energy crisis
2002,QN11_36,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Childcare/childcare reform
2002,QN11_36,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Childcare/childcare reform
2002,QN11_37,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Terrorism/events of 9/11
2002,QN11_37,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Terrorism/events of 9/11
2002,QN11_38,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Aids
2002,QN11_38,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Aids
2002,QN11_39,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Cancer
2002,QN11_39,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Cancer
2002,QN11_40,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Hispanic issues/help Hispanics
2002,QN11_40,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Hispanic issues/help Hispanics
2002,QN11_41,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Religion/religious/churches
2002,QN11_41,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Religion/religious/churches
2002,QN11_42,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Teenagers/youth/teen issues
2002,QN11_42,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Teenagers/youth/teen issues
2002,QN11_43,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Foreign aid/help our people first/well being of our people
2002,QN11_43,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Foreign aid/help our people first/well being of our people
2002,QN11_96,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- None
2002,QN11_96,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- None
2002,QN11_97,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other
2002,QN11_97,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Other
2002,QN11_98,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- Don't Know
2002,QN11_98,political_attitudes,political_party,"1=Yes, 0=No",Original label: Q.11 What do you think are the two most important issues for the government to address?- Don't Know
2002,QN11_99,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Refused
2002,QN11_99,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.11 What do you think are the two most important issues for the government to address?- Refused
2002,QN1201,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1201,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1202,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1202,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1203,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN1203,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?
2002,QN12_01,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Heart/heart disease (heart conditon/heart failure)
2002,QN12_01,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Heart/heart disease (heart conditon/heart failure)
2002,QN12_02,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Heart attack
2002,QN12_02,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Heart attack
2002,QN12_03,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Blood pressure/high blood pressure/hypertension
2002,QN12_03,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Blood pressure/high blood pressure/hypertension
2002,QN12_04,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Stroke
2002,QN12_04,political_attitudes,political_party,See codebook - needs manual review,Original label: Q.12 What do you think are the two most important health care issues for the government to address?- Stroke
