year,survey_type,file_name,variable_name,variable_label,variable_type,unique_values,missing_count,total_obs,is_age,is_gender,is_race,is_ethnicity,is_language,is_citizenship,is_nativity,is_generation,is_political,is_immigration,is_approval,concept_count
2014,NSL,NSL2014_FOR RELEASE.sav,nativity2,Nativity with Puerto Rico as foreign born,haven_labelled,2,0,1520,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q6_combo,Q6 Combo - Total years in the U.S.,haven_labelled,7,595,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q7,"7. Was your mother born on the island of Puerto Rico, in the United States, or i",haven_labelled,5,838,1520,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q8,"8. Was your father born on the island of Puerto Rico, in the United States, or i",haven_labelled,5,838,1520,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q9,9. Are you a citizen of the United States?,haven_labelled,5,682,1520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q10_11_rotate,10. and 11. rotate,numeric,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q10,"10. All in all, are you satisfied or dissatisfied with the way things are going",haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q11,11. Do you approve or disapprove of the way Barack Obama is handling his job as,haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,thought,12. How much thought have you given to the coming November election ... Quite a,haven_labelled,7,479,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q13_rotate,13. rotate,haven_labelled,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q13,"13. If the elections for U.S. Congress were being held TODAY, would you vote for",haven_labelled,6,479,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q14,"14. As of TODAY, do you LEAN more to the ...?",haven_labelled,6,1252,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,planto1,"PLANTO1. Thinking ahead to November, do you yourself plan to vote in the congres",haven_labelled,5,479,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,planto2,"PLANTO2. How certain are you that you will vote? Are you absolutely certain, fai",haven_labelled,6,759,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q15,15. Would you like to see your representative in Congress be re-elected in the n,haven_labelled,5,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q16,"16. Regardless of how you feel about your own representative, would you like to",haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q17_rotate,17. rotate,numeric,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q17,"17. Which party do you think has more concern for (Hispanics/Latinos), or is the",haven_labelled,5,0,1520,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18_rotate,18. rotate,character,120,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18a,"18A. Is the issue of Education extremely important, very important, somewhat imp",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18b,"18B. Is the issue of Jobs and the Economy extremely important, very important, s",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18c,"18C. Is the issue of Health care extremely important, very important, somewhat i",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18d,"18D. Is the issue of Immigration extremely important, very important, somewhat i",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q18e,"18E. Is the issue of The conflicts in the Middle East extremely important, very",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q19,"19. Compared with 1 year ago, do you think the situation of (Hispanics/Latinos)",haven_labelled,5,0,1520,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q23_rotate,23. rotate,numeric,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q23,23. What should be the priority for dealing with illegal immigration in the U.S.,haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q24_rotate,24. rotate,character,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q24a,"24A. First, which party could do a better job of Dealing with the economy?",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q24b,"24B. First, which party could do a better job of Dealing with immigration?",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q24d,"24D. First, which party could do a better job of Making wise decisions about for",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q26,26. How important is it to you that the president and Congress pass significant,haven_labelled,7,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q27_rotate,27. rotate,numeric,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q27,"27. Just your best guess, who do you think is most responsible that the presiden",haven_labelled,10,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q28a,"28A. How much, if anything, have you heard about President Obama's recent decisi",haven_labelled,5,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q28b,28B. Does President Obama's decision (to delay any action to extend deportation,haven_labelled,8,412,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q36_rotate,36. rotate,numeric,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q36,36. Which of these do you think is MORE IMPORTANT for undocumented immigrants cu,haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan1_rotate_01,LAN1. rotate,haven_labelled,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan1_rotate_02,LAN1. rotate,haven_labelled,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan1,"LAN1. Would you say you can carry on a conversation in Spanish, both understandi",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan2,"LAN2. Would you say you can read a newspaper or book in Spanish -- very well, pr",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan3,"LAN3. Would you say you can carry on a conversation in English, both understandi",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,lan4,"LAN4. Would you say you can read a newspaper or book in English -- very well, pr",haven_labelled,6,0,1520,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,employ2,"EMPLOY2. On another topic ... Are you now employed full-time, part-time, retired",haven_labelled,10,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q38,"38. Overall, how satisfied are you with your job? Are you ...?",haven_labelled,7,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q40,"40. Do you think of your current job as a career, a stepping stone to a career,",haven_labelled,6,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q41,"41. Still thinking about your current job, would you say you have more qualifica",haven_labelled,6,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42_rotate,42. rotate,character,120,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42a,"42A. First, are you completely satisfied, mostly satisfied, mostly dissatisfied,",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42b,"42B. First, are you completely satisfied, mostly satisfied, mostly dissatisfied,",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42c,"42C. First, are you completely satisfied, mostly satisfied, mostly dissatisfied,",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42d,"42D. First, are you completely satisfied, mostly satisfied, mostly dissatisfied,",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q42e,"42E. First, are you completely satisfied, mostly satisfied, mostly dissatisfied,",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q44,44. Do you know of any instances in the last year where someone felt they were t,haven_labelled,5,637,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q45,45. Has there been any instance in the last year where you felt YOU were treated,haven_labelled,4,637,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q47,47. How long have you worked in your current job for your present employer?,haven_labelled,9,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q48,"48. Including all its locations and worksites, not just your own, about how many",haven_labelled,8,637,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q50,50. People sometimes use different terms to describe themselves. In general whic,haven_labelled,7,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q50a,"50A. Overall, how much, if at all, do you think your (Hispanic/Latino) identity",haven_labelled,7,0,1520,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q52a,"52A. Is your Mother of Hispanic, Latino, or Spanish origin, or not?",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q52b,"52B. Is your Father of Hispanic, Latino, or Spanish origin, or not?",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q53,"53. Thinking now about your grandparents ... are they ALL of Hispanic, Latino or",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q54_rotate_01,54. rotate 01,haven_labelled,3,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q54_rotate_02,54. rotate 02,haven_labelled,3,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q54_rotate_03,54. rotate 03,haven_labelled,3,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q54,"54. Do you consider yourself to be mixed race, that is belonging to more than on",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q55,"55. What about your parents or grandparents, were any of them of mixed race, Mes",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q56,"56. Do you consider yourself to be Afro-(Hispanic/Latino), Afro-(Country of orig",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q57,"57. Are any of your parents or grandparents Afro-(Hispanic/Latino), Afro-(Countr",haven_labelled,4,0,1520,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q58,"58. Do you consider yourself to be indigenous or Native American, such as ... or",haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q59,59. Are any of your parents or grandparents of indigenous or Native American ori,haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,race_combo,Race Combo,haven_labelled,10,0,1520,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q25,25. Would you vote for a candidate who DISAGREES with you about immigration poli,haven_labelled,5,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q31,31. Do you personally know someone who has been deported or detained by the fede,haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,q32,"32. In general, do you approve or disapprove of the way the Obama administration",haven_labelled,4,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
2014,NSL,NSL2014_FOR RELEASE.sav,party,"PARTY. In politics today, do you consider yourself a Republican, Democrat, or In",haven_labelled,7,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,partyln,PARTYLN. As of today do you lean more to the Republican Party or more to the Dem,haven_labelled,5,777,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,party_combo,PARTY/PARTYLN combo,haven_labelled,5,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,parent,PARENT. Are you the parent or guardian of any children under 18 now living in yo,haven_labelled,3,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,marital,"MARITAL. Are you currently married, do you have a partner, are you widowed, divo",haven_labelled,8,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,educ,EDUC. What is the highest level of school you have completed or the highest degr,haven_labelled,10,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,reg,REG. Which of these statements best describes you?,haven_labelled,7,479,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,registered,Registered voters,haven_labelled,2,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,relig,"RELIG. What is your present religion, if any?",haven_labelled,16,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,chr,CHR. Do you think of yourself as a Christian or not?,haven_labelled,5,1417,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,born,"BORN. Would you describe yourself as a 'born-again' or evangelical Christian, or",haven_labelled,5,223,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,attend,"ATTEND. Aside from weddings and funerals, how often do you attend religious serv",haven_labelled,8,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,age,AGE. What is your age?,haven_labelled,74,0,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,age2,AGE2. Would you say you are ...?,haven_labelled,6,1486,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,age_combo,AGE/AGE2 combo,haven_labelled,5,0,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,income,"INCOME. Last year, that is in 2013, what was your total family income from all s",haven_labelled,11,0,1520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2014,NSL,NSL2014_FOR RELEASE.sav,hh1,"HH1. How many people, including yourself, live in your household?",haven_labelled,9,0,1520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
