survey_year,generation_label,n,mean_val,se_val,variable,variable_label,ci_lower,ci_upper,category
2007,2nd Generation,309,0.14432276714722483,0.05558860821595421,immigration_level_opinion_std,Reduce Immigration Levels,0.03536909504395458,0.2532764392504951,Restrictive
2007,3rd+ Generation,322,0.06197039009769803,0.055587984507363235,immigration_level_opinion_std,Reduce Immigration Levels,-0.046982059536733914,0.17092283973212996,Restrictive
2018,1st Generation,651,-0.027913015984503173,0.03999271475768429,immigration_level_opinion_std,Reduce Immigration Levels,-0.10629873690956437,0.05047270494055803,Restrictive
2018,2nd Generation,298,0.13438422652836554,0.05398722597585247,immigration_level_opinion_std,Reduce Immigration Levels,0.0285692636156947,0.24019918944103638,Restrictive
2018,3rd+ Generation,345,-0.061081900885520055,0.05440678666517109,immigration_level_opinion_std,Reduce Immigration Levels,-0.1677192027492554,0.04555540097821528,Restrictive
2010,1st Generation,380,0.18473868432932075,0.05343855096679848,border_wall_support_std,Border Wall Support,0.07999912443439573,0.2894782442242458,Restrictive
2010,2nd Generation,652,-0.20715809677651612,0.03559648259270377,border_wall_support_std,Border Wall Support,-0.27692720265821547,-0.13738899089481674,Restrictive
2010,3rd+ Generation,244,0.22265250360508723,0.0670025437504268,border_wall_support_std,Border Wall Support,0.0913275178542507,0.35397748935592377,Restrictive
2018,1st Generation,689,-0.22882395490523003,0.03036200077147606,border_wall_support_std,Border Wall Support,-0.2883334764173231,-0.16931443339313695,Restrictive
2018,2nd Generation,325,0.12813589153994273,0.05978270184281567,border_wall_support_std,Border Wall Support,0.010961795928024015,0.24530998715186145,Restrictive
2018,3rd+ Generation,383,0.3007222002511516,0.058778887044690226,border_wall_support_std,Border Wall Support,0.18551558164355875,0.41592881885874444,Restrictive
2010,1st Generation,373,-0.04858965011769916,0.04826482159733287,deportation_policy_support_std,Deportation Support,-0.1431887004484716,0.046009400213073266,Restrictive
2010,2nd Generation,653,0.13005672227723308,0.036838711688688616,deportation_policy_support_std,Deportation Support,0.0578528473674034,0.20226059718706277,Restrictive
2010,3rd+ Generation,244,-0.23501632175258655,0.0740929937068642,deportation_policy_support_std,Deportation Support,-0.3802385894180404,-0.0897940540871327,Restrictive
2021,1st Generation,3037,0.011980418930645774,0.018171961793192474,deportation_policy_support_std,Deportation Support,-0.023636626184011474,0.047597464045303024,Restrictive
2021,3rd+ Generation,125,-0.29807751269471533,0.08097098566405703,deportation_policy_support_std,Deportation Support,-0.4567806445962671,-0.13937438079316355,Restrictive
2022,1st Generation,2087,0.2016546296262037,0.021695835835950646,deportation_policy_support_std,Deportation Support,0.15913079138774044,0.24417846786466696,Restrictive
2022,2nd Generation,4910,-0.08726112067145166,0.014165717916035346,deportation_policy_support_std,Deportation Support,-0.11502592778688094,-0.059496313556022376,Restrictive
2022,3rd+ Generation,494,0.012496702236388718,0.04462473449033964,deportation_policy_support_std,Deportation Support,-0.07496777736467698,0.09996118183745441,Restrictive
2010,1st Generation,376,-0.0668092426155538,0.05133004667316427,border_security_support_std,Border Security,-0.16741613409495576,0.03379764886384817,Restrictive
2010,2nd Generation,653,0.18366317354372583,0.038847989458611634,border_security_support_std,Border Security,0.10752111420484703,0.2598052328826046,Restrictive
2010,3rd+ Generation,243,-0.340975168633724,0.05921840449598268,border_security_support_std,Border Security,-0.45704324144585007,-0.22490709582159796,Restrictive
2021,1st Generation,3044,0.01993560000315389,0.018249063528536683,border_security_support_std,Border Security,-0.015832564512778008,0.05570376451908579,Restrictive
2021,3rd+ Generation,125,-0.35876342981659065,0.06673238612431848,border_security_support_std,Border Security,-0.48955890662025486,-0.22796795301292644,Restrictive
2022,1st Generation,2106,-0.02710945810497512,0.020948884763670923,border_security_support_std,Border Security,-0.06816927224177012,0.013950356031819888,Restrictive
2022,2nd Generation,4929,-0.002332089080779696,0.014369442240517232,border_security_support_std,Border Security,-0.030496195872193474,0.025832017710634078,Restrictive
2022,3rd+ Generation,495,0.14699591833194722,0.04800273512181433,border_security_support_std,Border Security,0.05291055749319114,0.24108127917070332,Restrictive
2010,1st Generation,397,-0.03797660626675802,0.04993846912957717,immigration_importance_std,Immigration as Top Issue,-0.13585600576072926,0.05990279322721322,Restrictive
2010,2nd Generation,681,-0.0586825443966329,0.03654319585667768,immigration_importance_std,Immigration as Top Issue,-0.13030720827572115,0.012942119482455348,Restrictive
2010,3rd+ Generation,253,0.17989221900816682,0.06874502088386868,immigration_importance_std,Immigration as Top Issue,0.04515197807578422,0.31463245994054945,Restrictive
2011,1st Generation,718,-0.1489822347171525,0.03244032231521986,immigration_importance_std,Immigration as Top Issue,-0.21256526645498341,-0.08539920297932158,Restrictive
2011,2nd Generation,222,0.13503676849871774,0.07073254351105336,immigration_importance_std,Immigration as Top Issue,-0.0035990167829468567,0.27367255378038235,Restrictive
2011,3rd+ Generation,259,0.2972628645567572,0.07420004189718177,immigration_importance_std,Immigration as Top Issue,0.15183078243828094,0.44269494667523346,Restrictive
2012,1st Generation,557,0.0013165403345813894,0.04454665388717935,immigration_importance_std,Immigration as Top Issue,-0.08599490128429013,0.08862798195345292,Restrictive
2012,2nd Generation,1152,-0.005790887019185451,0.028714245330209085,immigration_importance_std,Immigration as Top Issue,-0.06207080786639526,0.05048903382802435,Restrictive
2016,1st Generation,801,-0.1474453686440533,0.029116305230285626,immigration_importance_std,Immigration as Top Issue,-0.20451332689541313,-0.09037741039269348,Restrictive
2016,2nd Generation,680,0.1736819710057161,0.0441214042562016,immigration_importance_std,Immigration as Top Issue,0.08720401866356098,0.26015992334787125,Restrictive
2007,1st Generation,1294,-0.26431783812241155,0.025862127810509932,deportation_worry_std,Deportation Worry,-0.315007608631011,-0.2136280676138121,Concern
2007,2nd Generation,336,0.37370876245884593,0.05208036323724069,deportation_worry_std,Deportation Worry,0.27163125051385417,0.4757862744038377,Concern
2007,3rd+ Generation,345,0.6266774866688861,0.048146805746424506,deportation_worry_std,Deportation Worry,0.5323097474058941,0.7210452259318781,Concern
2010,1st Generation,403,-0.017827983866344037,0.04957430435464344,deportation_worry_std,Deportation Worry,-0.11499362040144517,0.07933765266875711,Concern
2010,2nd Generation,683,-0.2093776267964052,0.03661605937988205,deportation_worry_std,Deportation Worry,-0.281145103180974,-0.13761015041183638,Concern
2010,3rd+ Generation,253,0.580231733161565,0.0558280658916039,deportation_worry_std,Deportation Worry,0.4708087240140213,0.6896547423091086,Concern
2018,1st Generation,749,-0.20944849293614345,0.0351640778719808,deportation_worry_std,Deportation Worry,-0.2783700855652258,-0.14052690030706108,Concern
2018,2nd Generation,332,-0.030735755675682944,0.05482021136870269,deportation_worry_std,Deportation Worry,-0.1381833699583402,0.07671185860697433,Concern
2018,3rd+ Generation,399,0.42241385551902183,0.04711862069270044,deportation_worry_std,Deportation Worry,0.330061358961329,0.5147663520767147,Concern
2021,1st Generation,3062,0.008260156702942875,0.018025554210958868,deportation_worry_std,Deportation Worry,-0.027069929550536505,0.043590242956422255,Concern
2021,3rd+ Generation,124,0.1786842510817479,0.08752184049830765,deportation_worry_std,Deportation Worry,0.0071414437050649204,0.3502270584584309,Concern
