survey_year,immigration_levels_opinion,legalization_support,deportation_worry,gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,political_party
2002,3,0,NA,1,NA,1,26,5,1,30,1,1,NA,1,2
2002,1,1,NA,2,NA,1,23,1,3,30,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,11,5,1,33,2,1,NA,1,NA
2002,1,1,NA,1,NA,1,NA,1,1,47,2,1,NA,1,NA
2002,1,1,NA,2,NA,1,22,1,3,15,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,6,1,1,5,1,2,1,3,1
2002,NA,1,NA,2,NA,3,4,5,1,33,1,2,3,1,NA
2002,2,1,NA,1,NA,1,6,5,1,5,2,1,NA,1,3
2002,3,1,NA,1,NA,2,NA,1,3,31,1,2,1,3,1
2002,1,1,NA,2,NA,3,11,2,1,43,1,2,2,2,1
2002,1,1,NA,1,NA,2,6,1,2,46,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,1,3,2,1,3,1,2,3,2,3
2002,3,0,NA,2,NA,3,13,3,1,3,1,2,1,3,1
2002,3,0,NA,1,NA,2,21,2,1,32,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,1,NA,1,3,18,1,2,1,3,2
2002,1,1,NA,2,NA,3,3,5,3,17,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,1,4,5,2,26,NA,NA,NA,NA,NA
2002,3,1,NA,1,NA,3,23,1,1,38,NA,NA,NA,NA,3
2002,3,0,NA,2,NA,2,13,1,1,23,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,23,1,3,6,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,14,3,1,10,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,1,3,1,2,42,2,1,NA,1,NA
2002,1,1,NA,2,NA,3,22,1,2,31,1,2,1,3,2
2002,3,0,NA,1,NA,1,11,3,1,16,NA,NA,NA,NA,NA
2002,1,0,NA,1,NA,3,23,1,1,6,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,NA,5,1,18,NA,NA,NA,NA,3
2002,NA,1,NA,2,NA,2,21,5,1,4,1,2,1,3,NA
2002,1,1,NA,2,NA,3,NA,4,3,37,NA,NA,NA,NA,1
2002,3,NA,NA,2,NA,1,6,1,1,37,NA,NA,NA,NA,3
2002,3,0,NA,2,NA,1,NA,4,3,9,NA,NA,NA,NA,3
2002,NA,1,NA,2,NA,1,14,1,2,37,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,2,22,1,2,34,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,26,1,1,26,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,3,21,3,1,19,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,2,21,5,3,37,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,21,1,1,18,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,23,1,1,39,NA,NA,NA,NA,3
2002,3,NA,NA,2,NA,3,29,1,3,44,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,1,12,1,3,19,1,2,1,1,1
2002,3,1,NA,2,NA,1,NA,1,2,46,2,1,NA,1,2
2002,1,0,NA,1,NA,2,12,1,3,2,NA,NA,NA,NA,3
2002,NA,1,NA,1,NA,2,23,1,3,47,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,3,23,1,2,4,2,1,NA,1,3
2002,1,1,NA,1,NA,1,11,2,1,36,2,1,NA,1,NA
2002,1,1,NA,1,NA,2,1,1,3,36,NA,NA,NA,NA,NA
2002,1,1,NA,2,NA,1,23,2,1,46,NA,NA,NA,NA,NA
2002,1,1,NA,2,NA,2,22,3,1,3,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,2,22,1,2,46,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,4,5,1,12,NA,NA,NA,NA,3
2002,1,0,NA,1,NA,3,24,1,1,46,NA,NA,NA,NA,3
2002,NA,1,NA,2,NA,1,NA,NA,3,46,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,1,23,3,1,3,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,1,5,1,30,2,1,NA,1,3
2002,1,1,NA,1,NA,1,4,3,3,39,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,2,3,3,3,21,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,1,6,1,3,44,NA,NA,NA,NA,1
2002,3,NA,NA,2,NA,3,6,4,3,37,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,29,4,1,19,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,1,23,5,1,37,NA,NA,NA,NA,NA
2002,1,NA,NA,2,NA,3,NA,1,1,48,NA,NA,NA,NA,NA
2002,3,0,NA,2,NA,1,2,5,2,26,NA,NA,NA,NA,3
2002,NA,1,NA,2,NA,3,26,1,3,21,NA,NA,NA,NA,2
2002,3,0,NA,1,NA,1,NA,1,1,26,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,1,6,3,3,4,2,1,NA,1,3
2002,3,NA,NA,1,NA,1,3,4,3,48,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,2,12,1,1,48,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,2,23,1,1,34,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,NA,1,1,39,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,23,1,1,10,NA,NA,NA,NA,2
2002,NA,1,NA,1,NA,1,2,3,3,26,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,3,29,3,1,44,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,3,3,1,3,9,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,1,1,1,1,30,1,1,NA,1,NA
2002,1,1,NA,1,NA,1,29,5,3,18,1,2,2,2,1
2002,3,0,NA,2,NA,2,6,5,1,37,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,2,21,1,1,26,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,2,23,1,1,34,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,1,13,1,3,44,NA,NA,NA,NA,3
2002,NA,0,NA,2,NA,1,5,3,1,21,NA,NA,NA,NA,NA
2002,3,1,NA,1,NA,1,11,1,1,30,2,1,NA,1,1
2002,3,NA,NA,2,NA,3,NA,3,1,44,NA,NA,NA,NA,1
2002,2,1,NA,1,NA,3,6,1,1,37,NA,NA,NA,NA,NA
2002,1,1,NA,2,NA,1,12,1,1,37,NA,NA,NA,NA,1
2002,NA,1,NA,1,NA,1,4,4,3,46,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,1,6,4,3,37,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,24,5,3,37,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,1,21,2,1,34,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,1,NA,5,3,6,1,2,2,1,3
2002,3,1,NA,2,NA,3,23,1,3,19,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,2,22,1,1,21,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,1,6,5,1,30,1,2,3,2,2
2002,3,1,NA,1,NA,1,6,1,1,18,2,1,NA,1,NA
2002,1,1,NA,1,NA,3,13,1,1,26,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,1,4,5,3,4,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,3,11,2,1,26,2,1,NA,1,1
2002,NA,1,NA,2,NA,1,5,5,1,10,NA,NA,NA,NA,1
2002,1,NA,NA,1,NA,1,23,1,1,8,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,3,26,1,1,30,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,21,1,1,30,1,1,NA,1,1
2002,1,1,NA,1,NA,3,23,1,1,22,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,2,4,5,1,9,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,22,1,1,35,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,12,3,1,36,NA,NA,NA,NA,2
2002,1,0,NA,1,NA,3,26,1,1,9,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,23,5,1,5,1,2,1,3,3
2002,1,1,NA,1,NA,1,4,5,3,42,NA,NA,NA,NA,NA
2002,3,0,NA,1,NA,2,5,1,1,16,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,22,1,1,28,NA,NA,NA,NA,NA
2002,1,0,NA,1,NA,1,22,3,3,11,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,6,2,1,4,NA,NA,NA,NA,NA
2002,2,1,NA,1,NA,3,11,1,1,12,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,11,5,1,5,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,11,1,1,43,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,2,13,1,1,5,NA,NA,NA,NA,NA
2002,1,0,NA,1,NA,1,23,1,1,25,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,1,11,5,3,6,2,1,NA,1,3
2002,1,1,NA,1,NA,1,6,3,1,9,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,3,2,5,3,21,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,3,24,1,1,44,NA,NA,NA,NA,NA
2002,3,1,NA,1,NA,2,6,1,1,21,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,1,5,1,1,34,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,2,NA,3,3,21,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,3,6,1,1,42,2,1,NA,1,1
2002,1,1,NA,1,NA,3,5,1,1,42,2,1,NA,1,2
2002,1,1,NA,1,NA,3,23,1,1,39,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,3,22,1,1,44,1,2,2,2,2
2002,1,1,NA,1,NA,3,29,1,1,30,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,2,12,2,1,20,NA,NA,NA,NA,2
2002,NA,1,NA,1,NA,1,23,1,1,44,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,13,1,1,9,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,4,5,1,26,2,1,NA,1,3
2002,NA,1,NA,2,NA,1,22,1,1,19,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,3,24,1,3,43,NA,NA,NA,NA,3
2002,NA,1,NA,1,NA,1,3,1,1,47,1,2,1,NA,NA
2002,3,1,NA,1,NA,1,3,1,1,43,2,1,NA,1,3
2002,3,0,NA,1,NA,3,24,1,1,11,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,22,2,1,5,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,NA,1,1,4,2,1,NA,1,3
2002,3,1,NA,1,NA,1,NA,5,1,23,2,1,NA,1,NA
2002,3,0,NA,1,NA,2,21,1,1,40,1,2,3,2,2
2002,3,1,NA,1,NA,1,13,2,1,5,1,2,1,3,3
2002,2,1,NA,1,NA,3,13,5,1,21,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,12,1,1,34,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,3,23,1,1,41,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,11,5,1,9,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,22,1,1,39,NA,NA,NA,NA,2
2002,1,0,NA,1,NA,3,21,1,1,29,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,1,6,1,1,46,2,1,NA,1,3
2002,1,0,NA,1,NA,3,23,1,3,4,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,22,1,3,46,NA,NA,NA,NA,3
2002,NA,1,NA,1,NA,2,13,3,1,5,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,1,12,1,1,4,1,1,NA,1,NA
2002,3,1,NA,1,NA,3,24,2,1,21,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,3,13,1,3,21,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,11,5,1,21,NA,NA,NA,NA,NA
2002,2,1,NA,1,NA,2,6,5,1,39,NA,NA,NA,NA,NA
2002,2,1,NA,1,NA,1,6,5,1,34,1,2,2,2,NA
2002,3,0,NA,1,NA,2,6,1,1,26,NA,NA,NA,NA,2
2002,NA,1,NA,2,NA,1,3,1,1,37,NA,NA,NA,NA,NA
2002,3,1,NA,1,NA,1,4,1,1,10,2,1,NA,1,NA
2002,1,1,NA,1,NA,1,NA,1,1,37,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,1,23,5,1,10,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,4,1,1,9,1,2,3,1,1
2002,3,1,NA,1,NA,1,5,1,1,9,2,1,NA,1,3
2002,3,0,NA,1,NA,1,NA,3,3,11,1,2,1,3,3
2002,1,1,NA,1,NA,1,13,1,1,23,1,2,1,3,2
2002,1,1,NA,1,NA,1,6,5,1,9,1,2,2,2,1
2002,3,1,NA,1,NA,2,21,1,1,13,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,22,1,3,13,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,1,21,1,1,11,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,3,24,1,1,42,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,11,5,1,35,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,22,3,1,47,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,3,22,1,1,22,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,2,22,1,1,1,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,2,6,5,1,42,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,1,5,3,42,NA,NA,NA,NA,NA
2002,3,1,NA,1,NA,2,23,1,1,24,NA,NA,NA,NA,2
2002,NA,NA,NA,1,NA,2,11,1,1,15,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,NA,1,1,2,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,3,21,1,1,14,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,6,1,1,24,NA,NA,NA,NA,NA
2002,3,0,NA,1,NA,1,23,1,1,41,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,4,5,1,41,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,3,NA,1,1,22,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,3,24,1,1,42,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,2,11,3,1,42,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,24,1,1,13,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,3,24,1,1,42,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,11,3,1,47,NA,NA,NA,NA,2
2002,1,0,NA,2,NA,2,22,3,1,47,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,21,1,1,23,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,2,12,1,1,22,1,2,1,3,NA
2002,3,1,NA,1,NA,2,3,1,3,14,1,2,1,3,3
2002,3,1,NA,1,NA,1,14,1,1,4,2,1,NA,1,1
2002,3,1,NA,1,NA,1,23,1,1,16,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,23,1,1,47,1,2,1,3,NA
2002,1,1,NA,1,NA,3,NA,1,1,7,NA,NA,NA,NA,1
2002,3,NA,NA,2,NA,1,1,4,3,26,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,1,6,1,1,4,1,1,NA,1,1
2002,3,1,NA,1,NA,1,14,5,1,4,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,1,24,1,1,28,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,3,14,1,1,9,2,1,NA,1,NA
2002,3,0,NA,1,NA,2,29,1,3,4,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,26,5,3,5,2,1,NA,1,1
2002,1,1,NA,2,NA,1,11,1,2,46,NA,NA,NA,NA,2
2002,1,0,NA,1,NA,2,24,5,3,5,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,1,22,2,1,6,1,2,3,2,1
2002,3,1,NA,2,NA,2,21,1,1,21,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,24,1,1,19,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,2,22,3,3,26,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,3,11,2,3,21,NA,NA,NA,NA,NA
2002,NA,1,NA,2,NA,1,11,1,1,37,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,6,5,1,37,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,6,1,1,29,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,22,1,1,44,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,1,4,4,3,21,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,24,5,1,7,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,21,3,1,34,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,24,1,1,44,NA,NA,NA,NA,2
2002,NA,NA,NA,1,NA,3,NA,NA,1,37,NA,NA,NA,NA,1
2002,NA,0,NA,2,NA,1,11,3,1,19,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,23,1,1,22,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,21,2,1,21,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,6,5,3,17,NA,NA,NA,NA,NA
2002,NA,1,NA,1,NA,2,6,1,1,42,NA,NA,NA,NA,2
2002,3,0,NA,1,NA,3,NA,2,1,40,NA,NA,NA,NA,3
2002,3,0,NA,2,NA,3,NA,4,3,1,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,14,3,1,47,NA,NA,NA,NA,3
2002,3,0,NA,2,NA,1,4,1,2,23,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,1,3,5,1,2,NA,NA,NA,NA,1
2002,NA,1,NA,1,NA,2,23,1,1,42,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,1,22,1,1,41,NA,NA,NA,NA,2
2002,3,0,NA,1,NA,3,24,3,1,47,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,2,6,1,1,24,NA,NA,NA,NA,3
2002,3,NA,NA,1,NA,3,12,3,1,28,NA,NA,NA,NA,2
2002,3,0,NA,2,NA,2,NA,1,3,42,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,2,11,3,1,11,NA,NA,NA,NA,NA
2002,1,1,NA,1,NA,3,25,1,2,46,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,3,24,3,1,46,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,3,14,5,3,25,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,14,1,1,12,NA,NA,NA,NA,3
2002,3,1,NA,1,NA,2,4,2,1,27,1,2,1,3,2
2002,2,1,NA,2,NA,3,14,1,1,12,1,2,1,3,2
2002,2,1,NA,1,NA,1,3,5,3,9,1,2,3,1,3
2002,1,NA,NA,2,NA,1,14,4,1,42,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,25,2,1,10,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,1,11,5,1,9,1,2,3,1,1
2002,1,1,NA,1,NA,1,23,5,3,4,NA,NA,NA,NA,2
2002,2,1,NA,2,NA,1,11,5,3,10,1,2,1,3,1
2002,2,1,NA,1,NA,2,5,2,1,9,1,2,3,1,3
2002,1,1,NA,1,NA,3,14,5,1,9,2,1,NA,1,1
2002,1,1,NA,2,NA,3,25,3,1,1,NA,NA,NA,NA,NA
2002,1,0,NA,1,NA,1,6,1,1,44,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,3,11,5,1,44,1,2,3,1,1
2002,1,0,NA,1,NA,3,21,1,3,5,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,2,23,1,2,8,NA,NA,NA,NA,NA
2002,1,1,NA,2,NA,3,23,1,2,6,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,3,4,5,3,10,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,2,14,2,1,34,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,6,1,1,6,NA,NA,NA,NA,3
2002,1,0,NA,2,NA,1,13,1,1,37,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,3,21,5,1,21,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,3,11,5,1,9,1,2,2,2,NA
2002,1,1,NA,2,NA,3,14,5,3,18,1,1,NA,1,1
2002,3,1,NA,1,NA,1,22,1,1,37,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,3,22,1,1,44,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,2,13,5,1,9,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,2,1,5,3,41,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,3,21,1,1,14,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,2,6,1,1,24,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,3,5,1,16,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,1,14,1,1,41,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,2,NA,1,1,1,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,3,13,3,1,27,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,2,3,5,1,11,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,NA,1,1,4,2,1,NA,1,1
2002,NA,1,NA,2,NA,2,4,3,1,24,NA,NA,NA,NA,NA
2002,3,0,NA,1,NA,1,13,1,1,41,NA,NA,NA,NA,1
2002,1,0,NA,1,NA,3,14,1,1,15,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,3,23,3,1,5,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,11,2,1,11,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,1,5,1,1,36,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,6,1,1,42,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,4,3,1,5,1,2,1,3,3
2002,1,1,NA,2,NA,1,4,3,1,38,1,2,3,1,3
2002,1,1,NA,2,NA,3,13,1,1,24,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,3,6,5,1,36,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,1,6,1,1,9,2,1,NA,1,3
2002,3,1,NA,1,NA,1,NA,3,1,41,2,1,NA,1,3
2002,1,1,NA,2,NA,1,NA,5,1,37,NA,NA,NA,NA,1
2002,3,0,NA,1,NA,1,22,2,3,21,NA,NA,NA,NA,1
2002,2,1,NA,2,NA,1,5,1,2,4,2,1,NA,1,3
2002,3,0,NA,1,NA,3,29,1,1,9,NA,NA,NA,NA,2
2002,1,0,NA,2,NA,3,NA,1,1,10,NA,NA,NA,NA,2
2002,3,0,NA,1,NA,1,23,1,1,42,1,2,1,3,2
2002,1,1,NA,2,NA,1,NA,5,3,42,1,2,3,2,NA
2002,3,1,NA,2,NA,3,2,3,1,9,1,1,NA,1,2
2002,1,1,NA,1,NA,2,21,1,3,19,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,2,23,5,3,13,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,2,5,3,1,5,1,2,1,3,3
2002,1,1,NA,1,NA,2,23,1,1,9,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,6,1,1,47,2,1,NA,1,3
2002,1,0,NA,1,NA,3,29,5,1,21,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,11,2,1,9,1,2,3,2,3
2002,1,1,NA,1,NA,1,3,1,1,9,1,2,2,2,NA
2002,1,1,NA,2,NA,3,29,1,1,5,NA,NA,NA,NA,3
2002,NA,1,NA,2,NA,1,NA,2,3,6,1,2,2,2,3
2002,3,1,NA,1,NA,2,6,3,1,42,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,2,24,1,2,42,NA,NA,NA,NA,2
2002,3,0,NA,2,NA,2,21,1,1,24,NA,NA,NA,NA,NA
2002,1,0,NA,2,NA,1,12,3,1,15,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,3,21,2,1,42,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,1,4,1,1,36,2,1,NA,1,3
2002,3,1,NA,2,NA,2,6,5,1,17,NA,NA,NA,NA,1
2002,NA,1,NA,2,NA,2,5,3,1,42,NA,NA,NA,NA,2
2002,1,1,NA,2,NA,3,13,5,1,9,NA,NA,NA,NA,2
2002,3,0,NA,1,NA,2,NA,1,3,41,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,1,6,2,3,47,NA,NA,NA,NA,2
2002,3,1,NA,1,NA,1,6,1,1,31,2,1,NA,1,3
2002,1,1,NA,1,NA,1,6,3,1,14,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,3,12,3,1,42,NA,NA,NA,NA,2
2002,3,NA,NA,2,NA,3,NA,1,3,42,1,2,1,1,1
2002,3,1,NA,1,NA,1,3,1,1,1,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,1,NA,1,2,4,2,1,NA,1,3
2002,1,1,NA,1,NA,2,23,1,1,3,NA,NA,NA,NA,2
2002,3,1,NA,2,NA,1,11,1,1,31,1,2,1,NA,2
2002,1,1,NA,1,NA,2,11,5,1,5,1,2,1,3,NA
2002,NA,1,NA,2,NA,1,21,5,1,4,1,2,1,3,1
2002,3,1,NA,1,NA,2,13,1,1,46,1,2,2,2,3
2002,3,0,NA,2,NA,1,12,1,3,7,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,1,14,1,1,48,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,1,4,5,3,42,2,1,NA,1,2
2002,1,1,NA,2,NA,2,14,5,3,9,1,2,2,2,1
2002,3,1,NA,2,NA,3,6,1,3,33,1,2,1,1,NA
2002,1,1,NA,2,NA,3,23,5,1,9,2,1,NA,1,1
2002,2,1,NA,1,NA,1,2,3,3,18,1,2,2,2,NA
2002,1,0,NA,2,NA,3,22,1,1,47,NA,NA,NA,NA,1
2002,1,1,NA,2,NA,1,11,1,2,2,NA,NA,NA,NA,3
2002,1,NA,NA,1,NA,2,NA,5,3,42,1,2,1,3,2
2002,1,1,NA,1,NA,3,22,1,1,18,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,1,21,1,1,14,NA,NA,NA,NA,3
2002,3,0,NA,1,NA,3,23,1,1,1,NA,NA,NA,NA,2
2002,2,1,NA,1,NA,3,24,1,1,22,NA,NA,NA,NA,1
2002,1,1,NA,1,NA,2,21,5,1,1,NA,NA,NA,NA,2
2002,NA,NA,NA,1,NA,1,12,1,3,14,1,1,NA,1,1
2002,1,1,NA,2,NA,1,13,3,1,5,NA,NA,NA,NA,2
2002,1,1,NA,1,NA,1,4,1,1,5,2,1,NA,1,3
2002,1,1,NA,2,NA,3,23,1,2,9,NA,NA,NA,NA,2
2002,NA,1,NA,2,NA,2,12,1,3,4,2,1,NA,1,NA
2002,3,1,NA,2,NA,1,11,2,1,33,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,1,1,3,1,26,NA,NA,NA,NA,3
2002,3,1,NA,2,NA,1,NA,1,1,47,2,1,NA,1,3
2002,1,1,NA,2,NA,3,NA,5,1,44,NA,NA,NA,NA,1
2002,3,0,NA,2,NA,3,23,1,1,21,NA,NA,NA,NA,1
2002,3,1,NA,2,NA,2,NA,1,2,18,NA,NA,NA,NA,3
2002,1,1,NA,2,NA,1,23,1,2,6,NA,NA,NA,NA,2
2002,3,0,NA,2,NA,3,NA,1,1,48,NA,NA,NA,NA,1
2002,3,1,NA,1,NA,3,22,2,1,6,NA,NA,NA,NA,3
2002,1,1,NA,1,NA,1,25,1,1,4,1,2,3,2,1
2002,1,0,NA,1,NA,3,21,2,1,29,NA,NA,NA,NA,NA
2002,1,1,NA,2,NA,1,5,1,3,13,1,1,NA,1,2
